City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Mahajanga,40,MG,1583995177,83,-15.72,46.32,82.43599999999998,3.35541
Malino,75,PH,1583995177,49,15.13,120.67,95.03599999999997,9.171454
Nelson Bay,20,AU,1583995178,47,-32.72,152.15,77.03599999999997,14.987498000000002
Philadelphia,40,US,1583995126,55,39.95,-75.16,44.041999999999994,3.6685816
Broken Hill,40,AU,1583995178,25,-31.95,141.43,87.83599999999997,6.934514000000001
Allāpalli,41,IN,1583995178,35,19.42,80.07,90.19399999999997,9.372778600000002
Assiut,43,EG,1583995179,32,27.18,31.18,55.435999999999964,20.803542000000004
Kavaratti,20,IN,1583994779,66,10.57,72.64,86.03599999999997,4.697574
Garissa,99,KE,1583995179,63,-0.45,39.64,81.62599999999999,9.1043458
Xining,61,CN,1583995143,20,36.62,101.77,39.41600000000001,21.027236000000002
Santander Jiménez,66,MX,1583995180,89,24.22,-98.47,66.75800000000001,4.921268
Rusape,43,ZW,1583995180,74,-18.53,32.13,67.51400000000004,6.420017800000001
Riyadh,14,SA,1583995047,24,24.69,46.72,71.63599999999997,4.697574
Srednekolymsk,100,RU,1583994977,93,67.45,153.68,-14.079999999999991,17.1796992
Guadalajara,75,MX,1583994662,52,20.67,-103.33,73.04000000000002,5.816044000000001
San Quintín,100,MX,1583994882,86,30.48,-115.95,62.366000000000014,6.643711800000001
Lompoc,1,US,1583995031,100,34.64,-120.46,56.030000000000044,6.5318648
Cukai,40,MY,1583995182,74,4.25,103.42,89.63599999999997,9.171454
Tabriz,0,IR,1583994960,37,38.08,46.29,51.83599999999997,4.697574
Goderich,91,CA,1583995182,90,43.75,-81.72,39.038000000000046,1.006623
Polovinnoye,100,RU,1583995182,99,54.79,65.99,33.008,15.8151658
Arrondissement du Havre,90,FR,1583995183,75,49.58,0.33,46.435999999999964,20.803542000000004
Linhares,83,BR,1583995183,95,-19.39,-40.07,72.51799999999999,5.569980600000001
Walvis Bay,90,NA,1583994945,93,-22.96,14.51,60.04399999999997,8.052984
Fukuechō,75,JP,1583995183,54,32.69,128.84,55.435999999999964,8.052984
Vredendal,77,ZA,1583995184,70,-31.67,18.5,65.80400000000006,6.106846200000001
Gravelbourg,63,CA,1583995184,80,49.88,-106.55,27.26600000000001,14.159830200000002
Opuwo,45,NA,1583994995,43,-18.06,13.84,71.15,2.3264176
Maun,86,BW,1583995184,83,-19.98,23.42,75.23599999999996,6.934514000000001
Aksarka,100,RU,1583994785,94,66.56,67.8,17.95999999999998,12.661080400000001
Stalowa Wola,75,PL,1583995185,93,50.58,22.05,49.02799999999996,5.816044000000001
‘Ewa Beach,40,US,1583994949,69,21.32,-158.01,73.43599999999998,2.3040482000000004
Pevek,100,RU,1583994899,95,69.7,170.31,3.091999999999995,6.5766036
Lorengau,100,PG,1583994888,73,-2.02,147.27,84.00199999999998,11.989998400000001
Corigliano Calabro,0,IT,1583995186,91,39.59,16.52,52.03399999999999,1.006623
Madarounfa,81,NE,1583995186,12,13.31,7.16,71.63599999999997,19.461378
Nyrob,100,RU,1583995186,92,60.73,56.72,33.78200000000002,12.347908799999999
Española,90,US,1583995187,87,35.99,-106.08,47.030000000000044,4.115969600000001
Tahe,100,CN,1583995187,83,52.33,124.73,1.435999999999968,17.850781200000004
Kushima,75,JP,1583995145,54,31.46,131.23,57.23599999999997,9.171454
Chuzhou,67,CN,1583995187,41,32.32,118.3,71.042,5.3239172
Juru,20,MY,1583995188,63,5.31,100.44,91.43599999999998,10.289924
Saint-Michel-des-Saints,87,CA,1583995188,6,46.68,-73.92,20.03000000000004,1.006623
Aného,20,TG,1583995188,78,6.23,1.6,80.63599999999997,5.816044000000001
Salta,100,AR,1583995188,83,-24.79,-65.41,71.63599999999997,3.35541
Jimma,98,ET,1583995189,75,7.67,36.83,65.44399999999997,0.49212680000000003
Umm Kaddadah,37,SD,1583995189,8,13.6,26.69,81.80600000000004,18.835034800000003
Sikasso,69,ML,1583995189,12,10.92,-7.0,72.37400000000002,4.608096400000001
Boyolangu,71,ID,1583995189,70,-8.12,111.89,87.11600000000001,13.0637296
Tezu,67,IN,1583995190,35,27.92,96.17,78.92599999999999,1.8342908
Marathon,90,US,1583994920,100,44.9,-89.77,36.03200000000002,4.697574
Rwamagana,40,RW,1583995130,93,-1.95,30.43,68.03599999999997,2.23694
Tura,0,IN,1583994944,24,25.52,90.22,92.03000000000004,4.026492
Vestmannaeyjar,96,IS,1583994919,64,63.44,-20.27,33.29600000000005,17.604717800000003
Zirc,7,HU,1583995191,66,47.26,17.87,51.83599999999997,9.171454
San Policarpo,85,PH,1583995191,78,12.18,125.51,81.608,12.2360618
Mahon,20,ES,1583995191,100,39.89,4.27,53.63599999999997,6.934514000000001
Honningsvåg,75,NO,1583994933,86,70.98,25.97,28.435999999999968,2.23694
Diego de Almagro,0,CL,1583995192,62,-26.37,-70.05,56.58800000000005,0.9618842000000001
São João da Barra,11,BR,1583994904,89,-21.64,-41.05,70.10600000000002,10.2004464
Bray,20,IE,1583995192,71,53.2,-6.1,38.030000000000044,18.342908
Ulundi,43,ZA,1583995193,67,-28.34,31.42,71.33000000000004,3.0422384000000005
Kupang,40,ID,1583995193,83,-10.17,123.58,82.43599999999998,2.23694
Karasburg,20,NA,1583995194,38,-28.02,18.75,68.01799999999999,4.3172942
Zhangye,100,CN,1583995143,34,38.93,100.45,35.54600000000005,8.052984
Níjar,95,ES,1583995194,42,36.97,-2.21,62.63599999999997,9.171454
Yulara,3,AU,1583994951,7,-25.24,130.99,104.03599999999997,17.224438000000003
Tsogni,100,GA,1583995195,84,-2.79,10.1,80.618,7.4266408
Meulaboh,56,ID,1583995195,78,4.14,96.13,83.48000000000005,9.372778600000002
Santa Cruz de la Sierra,67,BO,1583995195,94,-17.8,-63.17,75.23599999999996,5.816044000000001
Ahipara,1,NZ,1583994921,100,-35.17,173.17,67.02799999999996,8.9701294
Puerto López,100,CO,1583994942,40,4.08,-72.96,86.61200000000005,2.9303914000000004
Healdsburg,90,US,1583995196,100,38.61,-122.87,52.03399999999999,1.7671826000000002
Yarkovo,100,RU,1583995196,97,57.4,67.08,39.524000000000015,13.108468400000001
Talavera de la Reina,67,ES,1583995197,70,39.96,-4.83,55.05800000000001,4.0936002
Newtonmore,20,GB,1583995197,86,57.07,-4.12,35.041999999999994,19.461378
Ascension,1,US,1583995197,77,30.22,-90.9,64.43599999999998,5.8384134
Coyhaique,100,CL,1583994875,94,-45.58,-72.07,42.13399999999999,3.9370144000000002
Ekhabi,0,RU,1583995198,74,53.51,142.97,15.566000000000006,21.4522546
Pangody,93,RU,1583995198,77,65.85,74.49,10.616000000000007,13.4440094
Doka,23,SD,1583995198,14,13.52,35.77,89.45600000000003,8.2543086
Tilichiki,100,RU,1583995199,99,60.47,166.1,33.8,22.279922400000004
Gazojak,0,TM,1583995199,20,41.19,61.4,54.806000000000026,5.0331150000000004
Puerto Asís,85,CO,1583995199,94,0.51,-76.5,72.40999999999998,0.6487126
Lock Haven,90,US,1583995199,80,41.14,-77.45,41.035999999999966,1.5434885999999999
Alofi,70,NU,1583994958,94,-19.06,-169.92,80.63599999999997,2.23694
Kodinsk,100,RU,1583995200,88,58.69,99.18,25.79000000000002,14.763804
Kiryat Gat,40,IL,1583994890,72,31.61,34.76,70.03399999999999,8.052984
San Jerónimo,100,PE,1583995200,86,-11.95,-75.28,39.79399999999997,1.4763804000000003
Brooks,54,CA,1583995201,82,50.58,-111.89,23.035999999999966,8.1872004
Makaha,90,US,1583995070,94,21.47,-158.22,73.43599999999998,5.816044000000001
Río Gallegos,76,AR,1583994998,93,-51.62,-69.22,44.63599999999997,4.697574
Port Hawkesbury,40,CA,1583995201,92,45.62,-61.35,23.035999999999966,2.23694
Brownsville,1,US,1583995031,88,25.9,-97.5,71.042,10.289924
Pangkalanbuun,79,ID,1583994880,46,-2.68,111.62,95.0,0.7605596000000001
Hong Gai,75,VN,1583995202,83,20.96,107.09,75.23599999999996,4.697574
Myitkyina,0,MM,1583995203,20,25.38,97.4,95.70199999999997,0.9618842000000001
Broome,90,US,1583995015,64,42.25,-75.83,37.435999999999964,4.697574
Le Port,56,RE,1583995203,74,-20.94,55.29,86.03599999999997,18.342908
Cape Canaveral,40,US,1583995203,93,28.41,-80.6,68.03599999999997,7.672704200000001
Suslonger,90,RU,1583995204,100,56.32,48.25,41.035999999999966,17.89552
Smoljan,3,ME,1583995204,82,43.09,19.23,38.26400000000003,2.6843280000000003
Troitskoye,95,RU,1583995204,84,52.98,84.68,25.88000000000004,8.835913000000001
Burns Lake,42,CA,1583995055,89,54.23,-125.75,20.60600000000003,1.9237684000000002
Smithers,90,CA,1583995005,58,54.78,-127.17,28.435999999999968,3.35541
Marigot,20,MF,1583995030,78,18.07,-63.08,77.03599999999997,8.052984
Petropavlovsk-Kamchatskiy,75,RU,1583994952,68,53.05,158.65,30.23599999999997,17.89552
Goundam,83,ML,1583995206,9,16.41,-3.67,69.16999999999996,10.6702038
Batagay-Alyta,0,RU,1583995206,86,67.8,130.41,-14.529999999999994,5.7489358
Vestmanna,100,FO,1583995206,93,62.16,-7.17,35.63599999999997,18.342908
Katsuura,40,JP,1583994880,41,35.13,140.3,58.02799999999996,6.934514000000001
Lokosovo,100,RU,1583995207,100,61.13,74.82,33.998000000000026,8.052984
Putina,65,PE,1583995207,73,-15.47,-69.43,46.75999999999998,6.263432
Libenge,69,CD,1583995207,82,3.65,18.63,75.326,3.9593838000000003
Port Augusta,75,AU,1583995013,29,-32.5,137.77,91.43599999999998,9.171454
Treinta y Tres,100,UY,1583994910,96,-33.23,-54.38,67.44200000000001,5.0554844
Corinth,0,GR,1583995208,58,37.94,22.96,57.23599999999997,3.35541
Haines Junction,47,CA,1583995008,88,60.75,-137.51,-9.435999999999972,4.854159800000001
Oistins,40,BB,1583995035,73,13.07,-59.53,77.03599999999997,16.105968
Flin Flon,98,CA,1583994968,95,54.77,-101.86,21.758000000000003,9.7977972
Kondinskoye,100,RU,1583995209,97,59.65,67.41,35.81600000000001,13.958505600000002
Parry Sound,94,CA,1583995209,85,45.35,-80.03,31.027999999999963,6.598973000000001
Zharkent,72,KZ,1583995209,25,44.16,80.0,49.748000000000026,11.3636552
Sibu,75,MY,1583995084,62,2.3,111.82,89.63599999999997,2.23694
Vao,90,NC,1583995210,73,-22.67,167.48,80.49199999999999,6.2186932
Bobrovka,100,RU,1583995210,100,54.05,61.75,34.12400000000001,15.524363600000003
Batticaloa,40,LK,1583995211,51,7.71,81.69,87.78200000000001,5.144962
Shaoguan,94,CN,1583995211,93,24.8,113.58,59.99000000000002,2.23694
Ntoum,20,GA,1583995211,94,0.38,9.78,77.03599999999997,6.934514000000001
Scarborough,63,GB,1583994969,93,54.28,-0.4,38.030000000000044,20.803542000000004
Myrtle Beach,1,US,1583995176,87,33.69,-78.89,64.43599999999998,13.108468400000001
Ulladulla,20,AU,1583994872,44,-35.35,150.47,75.23599999999996,12.750558000000002
North Platte,75,US,1583995195,41,41.12,-100.77,60.04399999999997,5.816044000000001
Aden,33,YE,1583995175,56,12.78,45.04,79.808,20.2890458
Umluj,100,SA,1583995213,31,25.02,37.27,85.17200000000004,6.643711800000001
Krasnoarmiys'k,94,UA,1583995213,73,48.28,37.18,47.317999999999984,20.3785234
Villamartín,40,ES,1583995213,93,36.86,-5.64,58.02799999999996,3.35541
Kalmunai,75,LK,1583995214,64,7.42,81.82,82.076,5.5476112
Flinders,20,AU,1583994873,44,-34.58,150.86,77.03599999999997,12.750558000000002
Husavik,90,IS,1583994953,79,66.04,-17.34,24.835999999999967,13.869028000000002
Flagstaff,90,US,1583995215,93,35.2,-111.65,56.030000000000044,3.35541
Saint-Pierre,79,RE,1583995003,94,-21.34,55.48,86.03599999999997,25.277422000000005
Bloemfontein,100,ZA,1583995215,82,-29.12,26.21,62.63599999999997,3.35541
Ankazobe,75,MG,1583995215,64,-18.32,47.12,75.23599999999996,12.750558000000002
Hualmay,99,PE,1583995216,78,-11.1,-77.61,70.32200000000003,2.7290668
Sidi Ali,96,DZ,1583995216,54,36.1,0.42,58.748000000000026,7.5161184
Laguna,5,US,1583994954,81,38.42,-121.42,59.03599999999997,4.697574
Maniitsoq,83,GL,1583995014,74,65.42,-52.9,11.875999999999987,6.889775200000001
Berlevåg,75,NO,1583995217,79,70.86,29.09,28.435999999999968,4.697574
Warburg,90,DE,1583995218,76,51.5,9.17,53.63599999999997,21.922012000000002
Rovaniemi,90,FI,1583995011,98,66.5,25.72,32.035999999999966,6.934514000000001
Avera,40,US,1583995218,100,33.19,-82.53,61.03399999999999,3.35541
Mahabalipuram,40,IN,1583995218,55,12.63,80.17,89.63599999999997,5.816044000000001
Tromsø,90,NO,1583995217,92,69.65,18.96,26.635999999999967,17.224438000000003
Minas,93,UY,1583994986,88,-34.38,-55.24,71.63599999999997,4.697574
Polokwane,20,ZA,1583995219,82,-23.9,29.47,66.23599999999996,3.35541
San Rafael,32,AR,1583995219,80,-34.62,-68.33,68.95400000000006,6.2410626
Tuatapere,38,NZ,1583994897,74,-46.13,167.68,57.038000000000046,8.008245200000001
Anchorage,1,US,1583994971,65,61.22,-149.9,5.035999999999966,4.697574
Severo-Yeniseyskiy,100,RU,1583995221,86,60.37,93.04,29.191999999999997,13.242684800000001
Komsomol'skoye,98,RU,1583995221,85,55.26,47.55,43.25,16.217815
Chapais,90,CA,1583995221,83,49.78,-74.85,-7.563999999999986,4.697574
Belmonte,75,BR,1583994938,94,-15.86,-38.88,75.23599999999996,3.35541
Āsmār,100,AF,1583995222,52,35.03,71.36,47.354000000000056,5.2344396
Asău,10,RO,1583994911,87,46.43,26.4,46.04000000000002,6.934514000000001
Arriaga,0,MX,1583995222,68,16.23,-93.9,79.55600000000004,13.2650542
Aleksandrov Gay,1,RU,1583995222,80,50.15,48.57,51.25999999999998,15.3677778
Imeni Poliny Osipenko,100,RU,1583995223,81,52.42,136.49,18.76999999999996,5.6147194
Morondava,0,MG,1583995027,60,-20.28,44.28,84.72200000000004,6.084476800000001
Timrå,90,SE,1583995223,100,62.49,17.33,33.04399999999997,2.23694
Ponta Delgada,75,PT,1583994893,87,37.73,-25.67,59.03599999999997,10.289924
Humen,75,CN,1583995137,88,22.82,113.67,75.03800000000004,6.71082
Brae,20,GB,1583995224,86,60.4,-1.35,39.23599999999997,17.224438000000003
Muzaffarabad,59,PK,1583995224,61,34.37,73.47,49.58599999999997,5.9502604
Mount Gambier,40,AU,1583994862,29,-37.83,140.77,87.83599999999997,18.342908
Huarmey,30,PE,1583994962,76,-10.07,-78.15,70.358,1.5211192000000002
El Doncello,98,CO,1583995225,97,1.68,-75.28,71.63599999999997,2.7514362
Banjar,40,ID,1583995225,89,-8.19,114.97,87.83599999999997,8.052984
Buala,100,SB,1583994906,91,-8.14,159.59,78.70999999999998,14.226938400000002
São José da Coroa Grande,0,BR,1583995225,75,-8.9,-35.15,82.16600000000001,11.251808200000001
Michigan City,90,US,1583995177,100,41.71,-86.89,41.035999999999966,4.809421
Alyangula,85,AU,1583995226,37,-13.85,136.42,96.83599999999997,8.052984
Polyarny,40,RU,1583995018,92,69.2,33.45,19.435999999999964,8.052984
Kathmandu,20,NP,1583995081,22,27.72,85.32,75.23599999999996,10.289924
Toritori,4,PH,1583995227,47,16.24,119.99,91.74199999999999,11.632088000000001
Qaqortoq,28,GL,1583994911,44,60.72,-46.03,21.23599999999997,4.697574
Worthington,90,US,1583994959,93,40.09,-83.02,47.030000000000044,3.35541
Catuday,0,PH,1583995228,71,16.29,119.81,85.17200000000004,3.1540854
Lázaro Cárdenas,6,MX,1583994992,86,17.96,-102.2,71.69000000000003,2.5501116
Touros,40,BR,1583994927,88,-5.2,-35.46,77.03599999999997,4.697574
Hereford,9,GB,1583995228,88,52.06,-2.71,41.035999999999966,1.006623
Lagoa,41,PT,1583994918,73,39.05,-27.98,57.75800000000001,10.5807262
Mikkeli,90,FI,1583995229,96,61.69,27.27,33.83599999999997,8.052984
Bayir,17,TR,1583995229,93,37.27,28.22,53.63599999999997,1.11847
Kenai,1,US,1583994884,65,60.55,-151.26,4.027999999999963,4.697574
Marquette,90,US,1583994946,93,46.53,-87.63,37.04000000000002,14.987498000000002
Sakakah,75,SA,1583995230,14,29.97,40.21,71.63599999999997,5.816044000000001
Siparia,20,TT,1583995230,83,10.13,-61.5,76.02799999999996,13.130837800000002
Poptún,18,GT,1583995230,93,16.33,-89.42,65.15600000000003,2.9303914000000004
Esqueda,100,MX,1583995231,74,30.72,-109.58,59.75600000000003,4.7423128000000005
Rochegda,100,RU,1583995231,100,62.8,43.25,33.674000000000014,4.608096400000001
Port Hedland,40,AU,1583995010,59,-20.32,118.57,93.23599999999996,17.224438000000003
Methóni,20,GR,1583995232,87,36.82,21.7,57.038000000000046,5.816044000000001
Saint-François,90,FR,1583994961,93,46.42,3.91,50.03599999999997,4.697574
Carutapera,74,BR,1583995232,77,-1.2,-46.02,81.15800000000002,3.9593838000000003
Tessalit,100,ML,1583995232,13,20.2,1.01,66.21799999999999,21.273299400000003
Kita,8,ML,1583995233,9,13.03,-9.49,68.99000000000002,3.0422384000000005
Kelowna,1,CA,1583995233,64,49.88,-119.49,37.435999999999964,5.816044000000001
Minatitlán,0,MX,1583995233,95,17.98,-94.52,67.94600000000005,4.138339
Shingū,0,JP,1583995145,33,33.73,135.98,57.23599999999997,11.408394
Araouane,67,ML,1583994954,18,18.9,-3.53,65.40800000000002,9.574103200000001
Kyzyl-Mazhalyk,46,RU,1583995234,70,51.13,90.6,14.017999999999983,3.8475368000000003
Yeppoon,20,AU,1583995025,48,-23.13,150.73,84.23599999999996,13.869028000000002
Comodoro Rivadavia,0,AR,1583995037,48,-45.87,-67.5,60.83599999999997,14.987498000000002
Port Lincoln,66,AU,1583994904,44,-34.73,135.87,81.17599999999999,8.097722800000001
Laas,39,IT,1583995235,86,46.62,10.7,40.02799999999996,2.23694
Pemangkat,72,ID,1583995235,63,1.17,108.97,88.12400000000002,9.3280398
Jadu,3,LY,1583995235,92,31.95,12.03,47.641999999999996,3.2659324
Aswān,90,EG,1583994885,49,24.09,32.91,71.63599999999997,16.105968
Diu,0,IN,1583995236,51,20.71,70.98,71.63599999999997,1.7000744
Yerbogachën,100,RU,1583995236,92,61.28,108.01,20.08399999999999,14.8309122
Hūn,25,LY,1583995236,89,29.13,15.95,50.01799999999999,10.625465
Waddān,25,LY,1583995237,89,29.16,16.14,50.01799999999999,10.625465
Nioro,0,GM,1583995237,15,13.35,-15.75,71.67200000000004,3.9593838000000003
Abadan,0,TM,1583995237,38,38.05,58.21,59.03599999999997,6.934514000000001
Mount Isa,90,AU,1583994887,45,-20.73,139.5,86.03599999999997,6.934514000000001
Dongying,97,CN,1583995238,49,37.46,118.49,50.306000000000026,20.691695000000003
Acapulco de Juárez,20,MX,1583995129,88,16.86,-99.89,78.83599999999997,2.23694
Alihe,100,CN,1583995238,72,50.57,123.72,6.53000000000004,16.3744008
Hirara,75,JP,1583995003,68,24.8,125.28,68.03599999999997,12.750558000000002
Maţāy,89,EG,1583994892,69,28.42,30.78,64.27400000000002,15.1217144
Arrondissement de Tarbes,90,FR,1583995239,93,43.25,0.17,51.83599999999997,6.934514000000001
Kismayo,49,SO,1583995239,73,-0.36,42.55,82.75999999999999,18.3205386
Antofagasta,30,CL,1583994910,91,-23.65,-70.4,63.14000000000002,3.7804286
Bhāyāvadar,0,IN,1583995240,36,21.85,70.25,80.63599999999997,9.171454
Prieska,100,ZA,1583995240,55,-29.66,22.75,72.40999999999998,25.187944400000003
La Rioja,100,ES,1583995240,93,42.25,-2.5,48.23599999999997,2.1474624
Bonham,1,US,1583995241,77,33.58,-96.18,72.03200000000001,9.171454
Severobaykal'sk,100,RU,1583995241,88,55.65,109.32,4.7300000000000395,2.23694
Padang,2,ID,1583994919,59,-0.95,100.35,85.1,4.6752046
Dunmore East,2,IE,1583995241,89,52.15,-6.99,39.038000000000046,5.010745600000001
Jacareacanga,87,BR,1583995242,98,-6.22,-57.75,72.17599999999999,1.8790296
Itoman,75,JP,1583995242,63,26.12,127.67,64.43599999999998,9.171454
Gamboma,100,CG,1583995242,87,-1.88,15.86,74.44399999999997,1.0289924000000001
Sangre Grande,20,TT,1583995242,83,10.58,-61.12,76.02799999999996,12.4373864
Coahuayana Viejo,51,MX,1583994963,73,18.73,-103.68,69.69200000000001,3.0422384000000005
Athabasca,41,CA,1583995243,92,54.72,-113.29,17.096000000000046,6.2186932
La Ronge,90,CA,1583994999,73,55.1,-105.28,19.435999999999964,17.224438000000003
Kaélé,77,CM,1583995243,22,10.11,14.45,73.85,19.5955944
Manali,40,IN,1583995244,55,13.17,80.27,89.63599999999997,5.816044000000001
Port Blair,20,IN,1583994900,66,11.67,92.75,79.57400000000001,4.585727
Zhoucheng,0,CN,1583995244,28,35.91,116.31,71.18599999999998,11.0057448
Beringovskiy,100,RU,1583995245,94,63.05,179.32,31.85600000000003,30.0644736
Durant,1,US,1583995087,82,33.99,-96.37,70.03399999999999,4.697574
Kostomuksha,100,RU,1583995245,95,64.57,30.58,30.254000000000055,5.8831522000000005
Coos Bay,1,US,1583995246,81,43.37,-124.22,44.63599999999997,11.408394
Mariel,5,CU,1583995246,93,22.99,-82.75,60.83599999999997,5.1897008
Havelock,1,US,1583994778,82,34.88,-76.9,61.03399999999999,5.816044000000001
Shubarkuduk,99,KZ,1583994906,81,49.14,56.49,35.977999999999966,15.3677778
Yanam,40,IN,1583995247,62,16.73,82.22,86.03599999999997,12.750558000000002
Medvezh'yegorsk,100,RU,1583995247,99,62.92,34.47,33.25999999999998,3.7804286
